,Species,gene,dN,dS,dN/dS
1283,Nannospalax_galili,ENSG00000168259_DNAJC7,0.006403,0.098095,0.0652778
1284,Dipodomys_ordii,ENSG00000168259_DNAJC7,0.006423,0.144392,0.0444806
1285,Castor_canadensis,ENSG00000168259_DNAJC7,0.001840,0.068034,0.0270477
1286,Ictidomys_tridecemlineatus,ENSG00000168259_DNAJC7,0.000002,0.019683,0.0001
1287,Marmota_marmota,ENSG00000168259_DNAJC7,0.000000,0.004461,0.0001
1288,Otolemur_garnettii,ENSG00000168259_DNAJC7,0.001829,0.087938,0.020795
1289,Propithecus_coquereli,ENSG00000168259_DNAJC7,0.002734,0.051079,0.0535304
1290,Microcebus_murinus,ENSG00000168259_DNAJC7,0.000003,0.031029,0.0001
1291,Callithrix_jacchus,ENSG00000168259_DNAJC7,0.000002,0.021400,0.0001
1292,Aotus_nancymaae,ENSG00000168259_DNAJC7,0.001818,0.016229,0.112039
1293,Saimiri_boliviensis,ENSG00000168259_DNAJC7,0.000003,0.028239,0.0001
1294,Cebus_capucinus,ENSG00000168259_DNAJC7,0.000002,0.022454,0.0001
1295,Mandrillus_leucophaeus,ENSG00000168259_DNAJC7,0.000002,0.000001,1.96316
1296,Cercocebus_atys,ENSG00000168259_DNAJC7,0.000002,0.000001,1.73517
1297,Papio_anubis,ENSG00000168259_DNAJC7,0.000911,0.005296,0.172005
1298,Macaca_mulatta,ENSG00000168259_DNAJC7,0.000001,0.007952,0.0001
1299,Macaca_fascicularis,ENSG00000168259_DNAJC7,0.001857,0.005393,0.344325
1300,Chlorocebus_sabaeus,ENSG00000168259_DNAJC7,0.000002,0.000001,1.99337
1301,Rhinopithecus_roxellana,ENSG00000168259_DNAJC7,0.000001,0.000001,1.6277
1302,Rhinopithecus_bieti,ENSG00000168259_DNAJC7,0.000002,0.000001,2.24409
1303,Piliocolobus_tephrosceles,ENSG00000168259_DNAJC7,0.000911,0.002653,0.343482
1304,Colobus_angolensis,ENSG00000168259_DNAJC7,0.000001,0.010610,0.0001
1305,Nomascus_leucogenys,ENSG00000168259_DNAJC7,0.000001,0.011318,0.0001
1306,Gorilla_gorilla,ENSG00000168259_DNAJC7,0.000929,0.000006,146.237
1307,Pan_troglodytes,ENSG00000168259_DNAJC7,0.000002,0.000001,1.93031
1308,Pan_paniscus,ENSG00000168259_DNAJC7,0.000002,0.000001,2.23282
1309,Homo_sapiens,ENSG00000168259_DNAJC7,0.000001,0.005298,0.0001
1310,Pongo_abelii,ENSG00000168259_DNAJC7,0.000001,0.005290,0.0001
1311,Carlito_syrichta,ENSG00000168259_DNAJC7,0.002740,0.152007,0.0180234
1312,Galeopterus_variegatus,ENSG00000168259_DNAJC7,0.005787,0.092553,0.0625283
1313,Dasypus_novemcinctus,ENSG00000168259_DNAJC7,0.005354,0.070158,0.0763203
1314,Choloepus_hoffmanni,ENSG00000168259_DNAJC7,0.025685,0.081059,0.316873
1315,Trichechus_manatus,ENSG00000168259_DNAJC7,0.000911,0.038391,0.0237395
1316,Procavia_capensis,ENSG00000168259_DNAJC7,0.003885,0.129342,0.0300343
1317,Loxodonta_africana,ENSG00000168259_DNAJC7,0.002735,0.078600,0.0348006
1318,Echinops_telfairi,ENSG00000168259_DNAJC7,0.021433,0.355455,0.0602982
1319,Chrysochloris_asiatica,ENSG00000168259_DNAJC7,0.005595,0.129170,0.0433115
1320,Elephantulus_edwardii,ENSG00000168259_DNAJC7,0.008391,0.190836,0.0439703
1321,Orycteropus_afer,ENSG00000168259_DNAJC7,0.002840,0.111943,0.0253723
1322,Ornithorhynchus_anatinus,ENSG00000168259_DNAJC7,0.000001,0.000001,1.71996
1323,Monodelphis_domestica,ENSG00000170606_HSPA4,0.008916,0.099985,0.0891782
1324,Sarcophilus_harrisii,ENSG00000170606_HSPA4,0.006048,0.110344,0.0548092
1325,Phascolarctos_cinereus,ENSG00000170606_HSPA4,0.006900,0.074494,0.0926289
1326,Erinaceus_europaeus,ENSG00000170606_HSPA4,0.011271,0.176455,0.063877
1327,Sorex_araneus,ENSG00000170606_HSPA4,0.014312,0.222323,0.0643768
1328,Condylura_cristata,ENSG00000170606_HSPA4,0.010332,0.154001,0.0670883
1329,Panthera_tigris,ENSG00000170606_HSPA4,0.000559,0.000001,999
1330,Panthera_pardus,ENSG00000170606_HSPA4,0.000000,0.000005,0.0001
1331,Felis_catus,ENSG00000170606_HSPA4,0.000546,0.000001,999
1332,Acinonyx_jubatus,ENSG00000170606_HSPA4,0.001128,0.006389,0.176486
1333,Enhydra_lutris,ENSG00000170606_HSPA4,0.002389,0.007206,0.331569
1334,Mustela_putorius,ENSG00000170606_HSPA4,0.001770,0.011700,0.151307
1335,Odobenus_rosmarus,ENSG00000170606_HSPA4,0.002257,0.014087,0.160211
1336,Leptonychotes_weddellii,ENSG00000170606_HSPA4,0.001096,0.018971,0.057793
1337,Ailuropoda_melanoleuca,ENSG00000170606_HSPA4,0.001658,0.014592,0.113598
1338,Ursus_maritimus,ENSG00000170606_HSPA4,0.000541,0.008914,0.0606492
1339,Equus_caballus,ENSG00000170606_HSPA4,0.000543,0.000001,999
1340,Equus_przewalskii,ENSG00000170606_HSPA4,0.000000,0.000004,0.113583
1341,Equus_asinus,ENSG00000170606_HSPA4,0.000541,0.007343,0.0737007
1342,Ceratotherium_simum,ENSG00000170606_HSPA4,0.006005,0.027703,0.216756
1343,Vicugna_pacos,ENSG00000170606_HSPA4,0.000001,0.006223,0.0001
1344,Camelus_dromedarius,ENSG00000170606_HSPA4,0.000000,0.000005,0.0001
1345,Camelus_ferus,ENSG00000170606_HSPA4,0.000000,0.000005,0.0001
1346,Camelus_bactrianus,ENSG00000170606_HSPA4,0.000000,0.000005,0.0001
1347,Balaenoptera_acutorostrata,ENSG00000170606_HSPA4,0.003835,0.008999,0.42617
1348,Physeter_catodon,ENSG00000170606_HSPA4,0.000542,0.013855,0.0391279
1349,Lipotes_vexillifer,ENSG00000170606_HSPA4,0.001624,0.010774,0.150736
1350,Delphinapterus_leucas,ENSG00000170606_HSPA4,0.000001,0.006115,0.0001
1351,Tursiops_truncatus,ENSG00000170606_HSPA4,0.000000,0.004582,0.0001
1352,Orcinus_orca,ENSG00000170606_HSPA4,0.000541,0.003056,0.176917
1353,Bubalus_bubalis,ENSG00000170606_HSPA4,0.000541,0.008836,0.0612267
1354,Bos_taurus,ENSG00000170606_HSPA4,0.000542,0.001525,0.355317
1355,Bos_indicus,ENSG00000170606_HSPA4,0.000000,0.000005,0.0001
1356,Bos_mutus,ENSG00000170606_HSPA4,0.000000,0.003051,0.0001
1357,Bison_bison,ENSG00000170606_HSPA4,0.000000,0.004580,0.0001
1358,Capra_hircus,ENSG00000170606_HSPA4,0.000001,0.013843,0.0001
1359,Pantholops_hodgsonii,ENSG00000170606_HSPA4,0.001621,0.010896,0.148795
1360,Odocoileus_virginianus,ENSG00000170606_HSPA4,0.001582,0.039629,0.0399331
1361,Sus_scrofa,ENSG00000170606_HSPA4,0.004973,0.075981,0.0654551
1362,Hipposideros_armiger,ENSG00000170606_HSPA4,0.004951,0.042168,0.117405
1363,Rhinolophus_sinicus,ENSG00000170606_HSPA4,0.005933,0.039786,0.149136
1364,Pteropus_vampyrus,ENSG00000170606_HSPA4,0.001138,0.008099,0.140512
1365,Pteropus_alecto,ENSG00000170606_HSPA4,0.000001,0.008186,0.0001
1366,Rousettus_aegyptiacus,ENSG00000170606_HSPA4,0.001635,0.031169,0.0524597
1367,Eptesicus_fuscus,ENSG00000170606_HSPA4,0.002389,0.019525,0.122362
1368,Myotis_brandtii,ENSG00000170606_HSPA4,0.000000,0.004068,0.0001
1369,Myotis_lucifugus,ENSG00000170606_HSPA4,0.000001,0.006657,0.0001
1370,Myotis_davidii,ENSG00000170606_HSPA4,0.001087,0.019628,0.0553888
1371,Miniopterus_natalensis,ENSG00000170606_HSPA4,0.004105,0.047114,0.0871218
1372,Oryctolagus_cuniculus,ENSG00000170606_HSPA4,0.006500,0.155826,0.0417127
1373,Ochotona_princeps,ENSG00000170606_HSPA4,0.011006,0.269944,0.0407713
1374,Heterocephalus_glaber,ENSG00000170606_HSPA4,0.003576,0.063296,0.0565001
1375,Fukomys_damarensis,ENSG00000170606_HSPA4,0.011254,0.108978,0.103272
1376,Cavia_porcellus,ENSG00000170606_HSPA4,0.000000,0.000005,0.0001
1377,Cavia_aperea,ENSG00000170606_HSPA4,0.000000,0.001674,0.0001
1378,Octodon_degus,ENSG00000170606_HSPA4,0.003871,0.143713,0.0269364
1379,Chinchilla_lanigera,ENSG00000170606_HSPA4,0.001130,0.075865,0.0148939
1380,Rattus_norvegicus,ENSG00000170606_HSPA4,0.003552,0.073464,0.0483489
1381,Mus_musculus,ENSG00000170606_HSPA4,0.000552,0.003137,0.176075
1382,Mus_spretus,ENSG00000170606_HSPA4,0.001105,0.007430,0.148783
1383,Mus_caroli,ENSG00000170606_HSPA4,0.001101,0.029458,0.0373845
1384,Mus_pahari,ENSG00000170606_HSPA4,0.003826,0.052387,0.0730399
1385,Meriones_unguiculatus,ENSG00000170606_HSPA4,0.009178,0.105887,0.086677
1386,Mesocricetus_auratus,ENSG00000170606_HSPA4,0.001706,0.049468,0.03449
1387,Cricetulus_griseus,ENSG00000170606_HSPA4,0.002964,0.037743,0.078541
1388,Microtus_ochrogaster,ENSG00000170606_HSPA4,0.002091,0.066028,0.0316708
1389,Peromyscus_maniculatus,ENSG00000170606_HSPA4,0.005103,0.059246,0.086131
1390,Nannospalax_galili,ENSG00000170606_HSPA4,0.008935,0.219048,0.0407881
1391,Jaculus_jaculus,ENSG00000170606_HSPA4,0.005243,0.240994,0.0217548
1392,Dipodomys_ordii,ENSG00000170606_HSPA4,0.009857,0.184109,0.0535374
1393,Castor_canadensis,ENSG00000170606_HSPA4,0.004728,0.093660,0.0504773
1394,Ictidomys_tridecemlineatus,ENSG00000170606_HSPA4,0.000534,0.009547,0.0559167
1395,Marmota_marmota,ENSG00000170606_HSPA4,0.000541,0.009112,0.059396
1396,Otolemur_garnettii,ENSG00000170606_HSPA4,0.007174,0.089315,0.0803196
1397,Propithecus_coquereli,ENSG00000170606_HSPA4,0.002467,0.070665,0.0349147
1398,Microcebus_murinus,ENSG00000170606_HSPA4,0.010138,0.122200,0.0829625
1399,Aotus_nancymaae,ENSG00000170606_HSPA4,0.002219,0.010107,0.219552
1400,Saimiri_boliviensis,ENSG00000170606_HSPA4,0.001622,0.023152,0.0700589
1401,Cebus_capucinus,ENSG00000170606_HSPA4,0.001137,0.015085,0.0753685
1402,Mandrillus_leucophaeus,ENSG00000170606_HSPA4,0.000000,0.000005,0.0001
1403,Cercocebus_atys,ENSG00000170606_HSPA4,0.000000,0.001537,0.0001
1404,Papio_anubis,ENSG00000170606_HSPA4,0.000000,0.001540,0.0001
1405,Macaca_mulatta,ENSG00000170606_HSPA4,0.000541,0.003067,0.176412
1406,Macaca_fascicularis,ENSG00000170606_HSPA4,0.000000,0.000005,0.0001
1407,Macaca_nemestrina,ENSG00000170606_HSPA4,0.000574,0.006500,0.0882468
1408,Chlorocebus_sabaeus,ENSG00000170606_HSPA4,0.000541,0.004631,0.116856
1409,Rhinopithecus_roxellana,ENSG00000170606_HSPA4,0.000000,0.001533,0.0001
1410,Rhinopithecus_bieti,ENSG00000170606_HSPA4,0.000000,0.001578,0.0001
1411,Piliocolobus_tephrosceles,ENSG00000170606_HSPA4,0.000000,0.004626,0.0001
1412,Colobus_angolensis,ENSG00000170606_HSPA4,0.000000,0.003070,0.0001
1413,Nomascus_leucogenys,ENSG00000170606_HSPA4,0.001646,0.013870,0.118638
1414,Gorilla_gorilla,ENSG00000170606_HSPA4,0.000541,0.012362,0.0437905
1415,Pan_troglodytes,ENSG00000170606_HSPA4,0.000542,0.001536,0.352811
1416,Pan_paniscus,ENSG00000170606_HSPA4,0.000541,0.001533,0.353229
1417,Homo_sapiens,ENSG00000170606_HSPA4,0.000542,0.000001,999
1418,Pongo_abelii,ENSG00000170606_HSPA4,0.000844,0.008688,0.0971151
1419,Carlito_syrichta,ENSG00000170606_HSPA4,0.006545,0.086672,0.0755163
1420,Galeopterus_variegatus,ENSG00000170606_HSPA4,0.007024,0.089147,0.0787959
1421,Tupaia_belangeri,ENSG00000170606_HSPA4,0.008498,0.166879,0.0509232
1422,Dasypus_novemcinctus,ENSG00000170606_HSPA4,0.009483,0.107212,0.0884505
1423,Choloepus_hoffmanni,ENSG00000170606_HSPA4,0.008348,0.058122,0.143626
1424,Trichechus_manatus,ENSG00000170606_HSPA4,0.002698,0.053369,0.050549
1425,Procavia_capensis,ENSG00000170606_HSPA4,0.006164,0.110039,0.0560183
1426,Loxodonta_africana,ENSG00000170606_HSPA4,0.005699,0.078089,0.0729834
1427,Echinops_telfairi,ENSG00000170606_HSPA4,0.040287,0.300346,0.134135
1428,Chrysochloris_asiatica,ENSG00000170606_HSPA4,0.013530,0.153759,0.0879936
1429,Elephantulus_edwardii,ENSG00000170606_HSPA4,0.010217,0.182238,0.0560666
1430,Orycteropus_afer,ENSG00000170606_HSPA4,0.008623,0.103772,0.0830948
1431,Ornithorhynchus_anatinus,ENSG00000170606_HSPA4,0.000024,0.236463,0.0001
1432,Monodelphis_domestica,ENSG00000009335_UBE3C,0.004708,0.060085,0.0783549
1433,Sarcophilus_harrisii,ENSG00000009335_UBE3C,0.008870,0.069205,0.128166
1434,Phascolarctos_cinereus,ENSG00000009335_UBE3C,0.003402,0.056503,0.0602114
1435,Erinaceus_europaeus,ENSG00000009335_UBE3C,0.017486,0.214218,0.0816267
1436,Sorex_araneus,ENSG00000009335_UBE3C,0.035303,0.322900,0.109332
1437,Condylura_cristata,ENSG00000009335_UBE3C,0.015086,0.081109,0.186
1438,Panthera_tigris,ENSG00000009335_UBE3C,0.000444,0.004459,0.0995299
1439,Panthera_pardus,ENSG00000009335_UBE3C,0.000001,0.006269,0.0001
1440,Felis_catus,ENSG00000009335_UBE3C,0.000001,0.014257,0.0001
1441,Acinonyx_jubatus,ENSG00000009335_UBE3C,0.003199,0.015027,0.212864
1442,Enhydra_lutris,ENSG00000009335_UBE3C,0.006769,0.092886,0.0728757
1443,Mustela_putorius,ENSG00000009335_UBE3C,0.002035,0.030613,0.0664831
1444,Odobenus_rosmarus,ENSG00000009335_UBE3C,0.001327,0.025048,0.052978
1445,Leptonychotes_weddellii,ENSG00000009335_UBE3C,0.004913,0.037324,0.131634
1446,Ailuropoda_melanoleuca,ENSG00000009335_UBE3C,0.003968,0.029958,0.132467
1447,Ursus_maritimus,ENSG00000009335_UBE3C,0.004040,0.019111,0.211378
1448,Manis_javanica,ENSG00000009335_UBE3C,0.026069,0.292395,0.0891579
1449,Equus_caballus,ENSG00000009335_UBE3C,0.002268,0.002189,1.03593
1450,Equus_przewalskii,ENSG00000009335_UBE3C,0.000000,0.001103,0.0001
1451,Equus_asinus,ENSG00000009335_UBE3C,0.000000,0.004184,0.0001
1452,Ceratotherium_simum,ENSG00000009335_UBE3C,0.003403,0.073208,0.0464886
1453,Camelus_dromedarius,ENSG00000009335_UBE3C,0.000000,0.002375,0.0001
1454,Camelus_ferus,ENSG00000009335_UBE3C,0.000505,0.002507,0.201337
1455,Camelus_bactrianus,ENSG00000009335_UBE3C,0.000002,0.000001,1.98461
1456,Balaenoptera_acutorostrata,ENSG00000009335_UBE3C,0.004045,0.020806,0.194411
1457,Physeter_catodon,ENSG00000009335_UBE3C,0.004759,0.030700,0.155027
1458,Lipotes_vexillifer,ENSG00000009335_UBE3C,0.001762,0.021725,0.0811012
1459,Delphinapterus_leucas,ENSG00000009335_UBE3C,0.000444,0.014792,0.0300049
1460,Tursiops_truncatus,ENSG00000009335_UBE3C,0.000001,0.012606,0.0001
1461,Orcinus_orca,ENSG00000009335_UBE3C,0.000877,0.006535,0.134174
1462,Bubalus_bubalis,ENSG00000009335_UBE3C,0.002165,0.025366,0.0853386
1463,Bos_taurus,ENSG00000009335_UBE3C,0.000000,0.004341,0.0001
1464,Bos_indicus,ENSG00000009335_UBE3C,0.000433,0.001087,0.398388
1465,Bos_mutus,ENSG00000009335_UBE3C,0.000882,0.001238,0.712539
1466,Bison_bison,ENSG00000009335_UBE3C,0.000000,0.003463,0.0001
1467,Capra_hircus,ENSG00000009335_UBE3C,0.000431,0.008420,0.0512194
1468,Ovis_aries,ENSG00000009335_UBE3C,0.003477,0.024928,0.139467
1469,Pantholops_hodgsonii,ENSG00000009335_UBE3C,0.006173,0.042080,0.146691
1470,Odocoileus_virginianus,ENSG00000009335_UBE3C,0.005106,0.057417,0.088936
1471,Sus_scrofa,ENSG00000009335_UBE3C,0.020449,0.278360,0.0734639
1472,Hipposideros_armiger,ENSG00000009335_UBE3C,0.005502,0.086926,0.0632895
1473,Rhinolophus_sinicus,ENSG00000009335_UBE3C,0.005122,0.094166,0.0543949
1474,Pteropus_vampyrus,ENSG00000009335_UBE3C,0.000001,0.007310,0.0001
1475,Pteropus_alecto,ENSG00000009335_UBE3C,0.000456,0.013554,0.0336804
1476,Rousettus_aegyptiacus,ENSG00000009335_UBE3C,0.006741,0.134074,0.0502789
1477,Eptesicus_fuscus,ENSG00000009335_UBE3C,0.006257,0.031561,0.198241
1478,Myotis_brandtii,ENSG00000009335_UBE3C,0.000520,0.010710,0.048544
1479,Myotis_lucifugus,ENSG00000009335_UBE3C,0.001742,0.005129,0.339649
1480,Myotis_davidii,ENSG00000009335_UBE3C,0.002185,0.019376,0.112751
1481,Miniopterus_natalensis,ENSG00000009335_UBE3C,0.020454,0.194590,0.105111
1482,Oryctolagus_cuniculus,ENSG00000009335_UBE3C,0.002441,0.107137,0.0227815
1483,Ochotona_princeps,ENSG00000009335_UBE3C,0.011813,0.209335,0.0564295
1484,Heterocephalus_glaber,ENSG00000009335_UBE3C,0.004378,0.059217,0.0739333
1485,Fukomys_damarensis,ENSG00000009335_UBE3C,0.006328,0.076498,0.0827177
1486,Cavia_porcellus,ENSG00000009335_UBE3C,0.000000,0.000005,0.0001
1487,Cavia_aperea,ENSG00000009335_UBE3C,0.002158,0.003989,0.540943
1488,Octodon_degus,ENSG00000009335_UBE3C,0.013409,0.133255,0.100628
1489,Chinchilla_lanigera,ENSG00000009335_UBE3C,0.005934,0.085609,0.0693154
1490,Rattus_norvegicus,ENSG00000009335_UBE3C,0.008007,0.077941,0.102726
1491,Mus_musculus,ENSG00000009335_UBE3C,0.000000,0.004310,0.0001
1492,Mus_spretus,ENSG00000009335_UBE3C,0.000890,0.017465,0.0509794
1493,Mus_caroli,ENSG00000009335_UBE3C,0.000002,0.017641,0.0001
1494,Mus_pahari,ENSG00000009335_UBE3C,0.001667,0.030708,0.0542759
1495,Mesocricetus_auratus,ENSG00000009335_UBE3C,0.001342,0.058962,0.022752
1496,Cricetulus_griseus,ENSG00000009335_UBE3C,0.002236,0.046708,0.0478792
1497,Microtus_ochrogaster,ENSG00000009335_UBE3C,0.001638,0.067644,0.0242145
1498,Peromyscus_maniculatus,ENSG00000009335_UBE3C,0.000916,0.066149,0.0138539
1499,Nannospalax_galili,ENSG00000009335_UBE3C,0.008782,0.171835,0.051105
1500,Jaculus_jaculus,ENSG00000009335_UBE3C,0.009867,0.195184,0.0505525
1501,Dipodomys_ordii,ENSG00000009335_UBE3C,0.026525,0.308203,0.0860627
1502,Castor_canadensis,ENSG00000009335_UBE3C,0.013300,0.206300,0.0644673
1503,Marmota_marmota,ENSG00000009335_UBE3C,0.022260,0.239201,0.0930581
1504,Otolemur_garnettii,ENSG00000009335_UBE3C,0.008400,0.161786,0.0519196
1505,Microcebus_murinus,ENSG00000009335_UBE3C,0.007200,0.160037,0.0449906
1506,Callithrix_jacchus,ENSG00000009335_UBE3C,0.001867,0.043639,0.0427895
1507,Aotus_nancymaae,ENSG00000009335_UBE3C,0.000481,0.037021,0.012988
1508,Saimiri_boliviensis,ENSG00000009335_UBE3C,0.000902,0.020489,0.0440051
1509,Cebus_capucinus,ENSG00000009335_UBE3C,0.000884,0.029160,0.030317
1510,Mandrillus_leucophaeus,ENSG00000009335_UBE3C,0.000457,0.007907,0.0578157
1511,Cercocebus_atys,ENSG00000009335_UBE3C,0.000441,0.006533,0.0675224
1512,Papio_anubis,ENSG00000009335_UBE3C,0.000441,0.008785,0.050225
1513,Macaca_mulatta,ENSG00000009335_UBE3C,0.000000,0.001087,0.0001
1514,Macaca_fascicularis,ENSG00000009335_UBE3C,0.000000,0.002185,0.0001
1515,Macaca_nemestrina,ENSG00000009335_UBE3C,0.003756,0.011306,0.332239
1516,Chlorocebus_sabaeus,ENSG00000009335_UBE3C,0.000441,0.007542,0.0584817
1517,Rhinopithecus_roxellana,ENSG00000009335_UBE3C,0.000443,0.000000,999
1518,Rhinopithecus_bieti,ENSG00000009335_UBE3C,0.000000,0.001142,0.0001
1519,Piliocolobus_tephrosceles,ENSG00000009335_UBE3C,0.000001,0.009770,0.0001
1520,Colobus_angolensis,ENSG00000009335_UBE3C,0.001431,0.009600,0.149032
1521,Nomascus_leucogenys,ENSG00000009335_UBE3C,0.002708,0.025892,0.104572
1522,Gorilla_gorilla,ENSG00000009335_UBE3C,0.000441,0.005483,0.0804313
1523,Pan_troglodytes,ENSG00000009335_UBE3C,0.000000,0.001091,0.0001
1524,Pan_paniscus,ENSG00000009335_UBE3C,0.000000,0.002249,0.0001
1525,Homo_sapiens,ENSG00000009335_UBE3C,0.000000,0.004374,0.0001
1526,Pongo_abelii,ENSG00000009335_UBE3C,0.009342,0.024179,0.386368
1527,Carlito_syrichta,ENSG00000009335_UBE3C,0.003078,0.136871,0.0224906
1528,Galeopterus_variegatus,ENSG00000009335_UBE3C,0.008500,0.160914,0.0528215
1529,Tupaia_belangeri,ENSG00000009335_UBE3C,0.035483,0.407875,0.0869948
1530,Dasypus_novemcinctus,ENSG00000009335_UBE3C,0.006558,0.062208,0.105427
1531,Choloepus_hoffmanni,ENSG00000009335_UBE3C,0.013332,0.063112,0.211249
1532,Trichechus_manatus,ENSG00000009335_UBE3C,0.003555,0.030461,0.116702
1533,Procavia_capensis,ENSG00000009335_UBE3C,0.008001,0.097633,0.0819539
1534,Loxodonta_africana,ENSG00000009335_UBE3C,0.020596,0.121401,0.169653
1535,Echinops_telfairi,ENSG00000009335_UBE3C,0.004480,0.178934,0.0250361
1536,Chrysochloris_asiatica,ENSG00000009335_UBE3C,0.006216,0.102833,0.0604503
1537,Elephantulus_edwardii,ENSG00000009335_UBE3C,0.015260,0.178091,0.0856856
1538,Orycteropus_afer,ENSG00000009335_UBE3C,0.005483,0.064786,0.0846349
1539,Ornithorhynchus_anatinus,ENSG00000009335_UBE3C,0.011488,0.317413,0.0361921
1540,Monodelphis_domestica,ENSG00000076826_CAMSAP3,0.005157,0.151366,0.0340707
1541,Phascolarctos_cinereus,ENSG00000076826_CAMSAP3,0.003437,0.157666,0.0217978
1542,Erinaceus_europaeus,ENSG00000076826_CAMSAP3,0.019522,0.689972,0.0282939
1543,Condylura_cristata,ENSG00000076826_CAMSAP3,0.016161,0.272401,0.0593294
1544,Panthera_tigris,ENSG00000076826_CAMSAP3,0.001443,0.015762,0.0915705
1545,Panthera_pardus,ENSG00000076826_CAMSAP3,0.002248,0.010462,0.214866
1546,Felis_catus,ENSG00000076826_CAMSAP3,0.000002,0.021484,0.0001
1547,Acinonyx_jubatus,ENSG00000076826_CAMSAP3,0.012059,0.000016,765.003
1548,Enhydra_lutris,ENSG00000076826_CAMSAP3,0.002439,0.024085,0.101276
1549,Mustela_putorius,ENSG00000076826_CAMSAP3,0.001331,0.063059,0.0211054
1550,Odobenus_rosmarus,ENSG00000076826_CAMSAP3,0.006612,0.087332,0.0757086
1551,Ailuropoda_melanoleuca,ENSG00000076826_CAMSAP3,0.005520,0.037000,0.149187
1552,Ursus_maritimus,ENSG00000076826_CAMSAP3,0.003171,0.027350,0.115936
1553,Manis_javanica,ENSG00000076826_CAMSAP3,0.019543,0.249550,0.0783146
1554,Equus_caballus,ENSG00000076826_CAMSAP3,0.001713,0.018264,0.0938181
1555,Equus_asinus,ENSG00000076826_CAMSAP3,0.000001,0.009046,0.0001
1556,Ceratotherium_simum,ENSG00000076826_CAMSAP3,0.007334,0.119953,0.0611376
1557,Camelus_dromedarius,ENSG00000076826_CAMSAP3,0.000907,0.004778,0.189921
1558,Camelus_ferus,ENSG00000076826_CAMSAP3,0.000488,0.001424,0.342968
1559,Camelus_bactrianus,ENSG00000076826_CAMSAP3,0.004128,0.000004,999
1560,Balaenoptera_acutorostrata,ENSG00000076826_CAMSAP3,0.007960,0.048305,0.164788
1561,Physeter_catodon,ENSG00000076826_CAMSAP3,0.004589,0.029928,0.153327
1562,Delphinapterus_leucas,ENSG00000076826_CAMSAP3,0.000361,0.011165,0.0322951
1563,Tursiops_truncatus,ENSG00000076826_CAMSAP3,0.001967,0.007284,0.27005
1564,Orcinus_orca,ENSG00000076826_CAMSAP3,0.001371,0.008718,0.157279
1565,Bubalus_bubalis,ENSG00000076826_CAMSAP3,0.000751,0.033050,0.022718
1566,Bos_taurus,ENSG00000076826_CAMSAP3,0.000385,0.001101,0.349684
1567,Bos_indicus,ENSG00000076826_CAMSAP3,0.000380,0.000000,999
1568,Bos_mutus,ENSG00000076826_CAMSAP3,0.004615,0.017165,0.268876
1569,Bison_bison,ENSG00000076826_CAMSAP3,0.000790,0.008843,0.0893678
1570,Capra_hircus,ENSG00000076826_CAMSAP3,0.000388,0.017953,0.0216083
1571,Ovis_aries,ENSG00000076826_CAMSAP3,0.001260,0.013188,0.09555
1572,Pantholops_hodgsonii,ENSG00000076826_CAMSAP3,0.001717,0.025493,0.0673537
1573,Odocoileus_virginianus,ENSG00000076826_CAMSAP3,0.003827,0.077641,0.0492967
1574,Sus_scrofa,ENSG00000076826_CAMSAP3,0.005509,0.157849,0.0349028
1575,Hipposideros_armiger,ENSG00000076826_CAMSAP3,0.007140,0.062238,0.114715
1576,Rhinolophus_sinicus,ENSG00000076826_CAMSAP3,0.007208,0.110898,0.0649926
1577,Pteropus_vampyrus,ENSG00000076826_CAMSAP3,0.002101,0.015080,0.139345
1578,Pteropus_alecto,ENSG00000076826_CAMSAP3,0.001329,0.008156,0.162909
1579,Rousettus_aegyptiacus,ENSG00000076826_CAMSAP3,0.005711,0.068644,0.0832036
1580,Eptesicus_fuscus,ENSG00000076826_CAMSAP3,0.004553,0.082113,0.0554444
1581,Myotis_brandtii,ENSG00000076826_CAMSAP3,0.000464,0.014102,0.0328939
1582,Myotis_lucifugus,ENSG00000076826_CAMSAP3,0.003485,0.026712,0.130462
1583,Myotis_davidii,ENSG00000076826_CAMSAP3,0.002517,0.040413,0.0622823
1584,Miniopterus_natalensis,ENSG00000076826_CAMSAP3,0.004923,0.088168,0.0558326
1585,Oryctolagus_cuniculus,ENSG00000076826_CAMSAP3,0.006278,0.270894,0.023175
1586,Ochotona_princeps,ENSG00000076826_CAMSAP3,0.017563,0.436297,0.0402558
1587,Heterocephalus_glaber,ENSG00000076826_CAMSAP3,0.014304,0.187439,0.0763131
1588,Fukomys_damarensis,ENSG00000076826_CAMSAP3,0.010141,0.176077,0.0575948
1589,Cavia_porcellus,ENSG00000076826_CAMSAP3,0.016330,0.031300,0.521718
1590,Cavia_aperea,ENSG00000076826_CAMSAP3,0.000088,0.008489,0.010393
1591,Octodon_degus,ENSG00000076826_CAMSAP3,0.009068,0.365227,0.0248278
1592,Chinchilla_lanigera,ENSG00000076826_CAMSAP3,0.006071,0.159025,0.0381782
1593,Rattus_norvegicus,ENSG00000076826_CAMSAP3,0.002986,0.100891,0.0295944
1594,Mus_musculus,ENSG00000076826_CAMSAP3,0.000857,0.004693,0.182628
1595,Mus_spretus,ENSG00000076826_CAMSAP3,0.000854,0.008739,0.0977231
