,Species,gene,dN,dS,dN/dS
337,Acinonyx_jubatus,ENSG00000011376_LARS2,0.004009,0.014169,0.282956
338,Enhydra_lutris,ENSG00000011376_LARS2,0.005901,0.031932,0.184803
339,Mustela_putorius,ENSG00000011376_LARS2,0.003801,0.059101,0.064311
340,Odobenus_rosmarus,ENSG00000011376_LARS2,0.007498,0.049767,0.150656
341,Leptonychotes_weddellii,ENSG00000011376_LARS2,0.005350,0.035065,0.152585
342,Ailuropoda_melanoleuca,ENSG00000011376_LARS2,0.003798,0.026667,0.142423
343,Ursus_maritimus,ENSG00000011376_LARS2,0.008266,0.017748,0.465717
344,Manis_javanica,ENSG00000011376_LARS2,0.024880,0.175009,0.142166
345,Equus_caballus,ENSG00000011376_LARS2,0.000515,0.001406,0.366258
346,Equus_przewalskii,ENSG00000011376_LARS2,0.001548,0.005602,0.276272
347,Equus_asinus,ENSG00000011376_LARS2,0.002583,0.008671,0.297894
348,Ceratotherium_simum,ENSG00000011376_LARS2,0.013356,0.068182,0.195883
349,Vicugna_pacos,ENSG00000011376_LARS2,0.003723,0.025888,0.143833
350,Camelus_dromedarius,ENSG00000011376_LARS2,0.000000,0.000879,0.0001
351,Camelus_ferus,ENSG00000011376_LARS2,0.000514,0.002795,0.183813
352,Camelus_bactrianus,ENSG00000011376_LARS2,0.000000,0.001447,0.0001
353,Balaenoptera_acutorostrata,ENSG00000011376_LARS2,0.005723,0.021556,0.265502
354,Physeter_catodon,ENSG00000011376_LARS2,0.006249,0.019259,0.324487
355,Lipotes_vexillifer,ENSG00000011376_LARS2,0.003153,0.018142,0.173787
356,Delphinapterus_leucas,ENSG00000011376_LARS2,0.000524,0.016753,0.0312945
357,Tursiops_truncatus,ENSG00000011376_LARS2,0.001172,0.003092,0.379069
358,Orcinus_orca,ENSG00000011376_LARS2,0.001045,0.004847,0.215631
359,Bubalus_bubalis,ENSG00000011376_LARS2,0.004792,0.035926,0.133394
360,Bos_taurus,ENSG00000011376_LARS2,0.000615,0.002840,0.216458
361,Bos_indicus,ENSG00000011376_LARS2,0.000508,0.004317,0.117671
362,Bos_mutus,ENSG00000011376_LARS2,0.003426,0.001657,2.06736
363,Bison_bison,ENSG00000011376_LARS2,0.001133,0.005648,0.200649
364,Capra_hircus,ENSG00000011376_LARS2,0.004014,0.022151,0.181215
365,Ovis_aries,ENSG00000011376_LARS2,0.002587,0.029236,0.0885031
366,Pantholops_hodgsonii,ENSG00000011376_LARS2,0.001563,0.015174,0.103019
367,Odocoileus_virginianus,ENSG00000011376_LARS2,0.009882,0.072106,0.137054
368,Sus_scrofa,ENSG00000011376_LARS2,0.019755,0.146404,0.134933
369,Hipposideros_armiger,ENSG00000011376_LARS2,0.016683,0.106438,0.156736
370,Rhinolophus_sinicus,ENSG00000011376_LARS2,0.014234,0.086450,0.164651
371,Pteropus_vampyrus,ENSG00000011376_LARS2,0.002011,0.009055,0.222101
372,Pteropus_alecto,ENSG00000011376_LARS2,0.003786,0.015090,0.250867
373,Rousettus_aegyptiacus,ENSG00000011376_LARS2,0.013703,0.083258,0.164583
374,Eptesicus_fuscus,ENSG00000011376_LARS2,0.007505,0.091136,0.082346
375,Myotis_brandtii,ENSG00000011376_LARS2,0.000977,0.025295,0.0386261
376,Myotis_lucifugus,ENSG00000011376_LARS2,0.001076,0.023139,0.0465182
377,Myotis_davidii,ENSG00000011376_LARS2,0.006368,0.038377,0.16592
378,Miniopterus_natalensis,ENSG00000011376_LARS2,0.018895,0.165664,0.114059
379,Oryctolagus_cuniculus,ENSG00000011376_LARS2,0.027624,0.190324,0.145142
380,Ochotona_princeps,ENSG00000011376_LARS2,0.036039,0.307527,0.117191
381,Heterocephalus_glaber,ENSG00000011376_LARS2,0.016811,0.110668,0.151906
382,Fukomys_damarensis,ENSG00000011376_LARS2,0.029817,0.146098,0.204091
383,Cavia_porcellus,ENSG00000011376_LARS2,0.000500,0.005993,0.0833758
384,Cavia_aperea,ENSG00000011376_LARS2,0.001939,0.008674,0.223564
385,Octodon_degus,ENSG00000011376_LARS2,0.029675,0.231299,0.128295
386,Chinchilla_lanigera,ENSG00000011376_LARS2,0.023477,0.126866,0.185052
387,Rattus_norvegicus,ENSG00000011376_LARS2,0.010824,0.099050,0.109278
388,Mus_musculus,ENSG00000011376_LARS2,0.001576,0.004171,0.377718
389,Mus_spretus,ENSG00000011376_LARS2,0.000526,0.008407,0.0625637
390,Mus_caroli,ENSG00000011376_LARS2,0.002635,0.023409,0.112573
391,Mus_pahari,ENSG00000011376_LARS2,0.001716,0.043409,0.0395207
392,Meriones_unguiculatus,ENSG00000011376_LARS2,0.035609,0.117455,0.303175
393,Mesocricetus_auratus,ENSG00000011376_LARS2,0.014092,0.074829,0.188329
394,Cricetulus_griseus,ENSG00000011376_LARS2,0.012418,0.087731,0.141545
395,Microtus_ochrogaster,ENSG00000011376_LARS2,0.012606,0.121371,0.103866
396,Peromyscus_maniculatus,ENSG00000011376_LARS2,0.015487,0.060374,0.256512
397,Nannospalax_galili,ENSG00000011376_LARS2,0.031683,0.158578,0.199798
398,Jaculus_jaculus,ENSG00000011376_LARS2,0.033817,0.227737,0.148492
399,Dipodomys_ordii,ENSG00000011376_LARS2,0.042775,0.437209,0.0978368
400,Castor_canadensis,ENSG00000011376_LARS2,0.020849,0.139734,0.149209
401,Ictidomys_tridecemlineatus,ENSG00000011376_LARS2,0.002333,0.018808,0.124057
402,Marmota_marmota,ENSG00000011376_LARS2,0.006127,0.031025,0.197497
403,Otolemur_garnettii,ENSG00000011376_LARS2,0.026177,0.127052,0.20603
404,Propithecus_coquereli,ENSG00000011376_LARS2,0.009119,0.071720,0.127151
405,Callithrix_jacchus,ENSG00000011376_LARS2,0.006878,0.056546,0.121631
406,Aotus_nancymaae,ENSG00000011376_LARS2,0.004220,0.017700,0.238411
407,Saimiri_boliviensis,ENSG00000011376_LARS2,0.006823,0.039659,0.17204
408,Cebus_capucinus,ENSG00000011376_LARS2,0.004796,0.033629,0.142612
409,Mandrillus_leucophaeus,ENSG00000011376_LARS2,0.001109,0.008293,0.133774
410,Cercocebus_atys,ENSG00000011376_LARS2,0.002060,0.008274,0.248948
411,Papio_anubis,ENSG00000011376_LARS2,0.001638,0.005928,0.276267
412,Macaca_mulatta,ENSG00000011376_LARS2,0.000526,0.002770,0.189828
413,Macaca_fascicularis,ENSG00000011376_LARS2,0.000000,0.002762,0.0001
414,Macaca_nemestrina,ENSG00000011376_LARS2,0.001053,0.004147,0.253992
415,Chlorocebus_sabaeus,ENSG00000011376_LARS2,0.003167,0.016961,0.186743
416,Rhinopithecus_roxellana,ENSG00000011376_LARS2,0.001055,0.000014,75.7167
417,Rhinopithecus_bieti,ENSG00000011376_LARS2,0.000530,0.001371,0.386197
418,Piliocolobus_tephrosceles,ENSG00000011376_LARS2,0.003586,0.017958,0.199668
419,Colobus_angolensis,ENSG00000011376_LARS2,0.002742,0.008537,0.321205
420,Nomascus_leucogenys,ENSG00000011376_LARS2,0.005584,0.043150,0.129404
421,Gorilla_gorilla,ENSG00000011376_LARS2,0.002650,0.011590,0.228608
422,Pan_troglodytes,ENSG00000011376_LARS2,0.000528,0.000009,56.9118
423,Pan_paniscus,ENSG00000011376_LARS2,0.000531,0.004099,0.12947
424,Homo_sapiens,ENSG00000011376_LARS2,0.000531,0.015217,0.0348648
425,Pongo_abelii,ENSG00000011376_LARS2,0.002115,0.024457,0.0864811
426,Carlito_syrichta,ENSG00000011376_LARS2,0.027122,0.134943,0.200984
427,Galeopterus_variegatus,ENSG00000011376_LARS2,0.020487,0.152340,0.13448
428,Tupaia_belangeri,ENSG00000011376_LARS2,0.064831,0.502103,0.129118
429,Dasypus_novemcinctus,ENSG00000011376_LARS2,0.059182,0.423260,0.139823
430,Choloepus_hoffmanni,ENSG00000011376_LARS2,0.015556,0.144296,0.107805
431,Trichechus_manatus,ENSG00000011376_LARS2,0.012196,0.085651,0.142395
432,Procavia_capensis,ENSG00000011376_LARS2,0.036426,0.274017,0.132933
433,Loxodonta_africana,ENSG00000011376_LARS2,0.016586,0.071334,0.232514
434,Echinops_telfairi,ENSG00000011376_LARS2,0.061357,0.384089,0.159746
435,Chrysochloris_asiatica,ENSG00000011376_LARS2,0.026826,0.176710,0.15181
436,Elephantulus_edwardii,ENSG00000011376_LARS2,0.045082,0.325564,0.138473
437,Orycteropus_afer,ENSG00000011376_LARS2,0.017716,0.119600,0.14813
438,Monodelphis_domestica,ENSG00000012124_CD22,0.093413,0.242757,0.3848
439,Sarcophilus_harrisii,ENSG00000012124_CD22,0.103806,0.221451,0.468754
440,Phascolarctos_cinereus,ENSG00000012124_CD22,0.082853,0.156715,0.528684
441,Erinaceus_europaeus,ENSG00000012124_CD22,0.134175,0.550940,0.243539
442,Condylura_cristata,ENSG00000012124_CD22,0.135704,0.557411,0.243454
443,Panthera_tigris,ENSG00000012124_CD22,0.002153,0.005189,0.414946
444,Panthera_pardus,ENSG00000012124_CD22,0.004297,0.003128,1.37395
445,Felis_catus,ENSG00000012124_CD22,0.003589,0.006324,0.567452
446,Acinonyx_jubatus,ENSG00000012124_CD22,0.001915,0.014633,0.130898
447,Enhydra_lutris,ENSG00000012124_CD22,0.006661,0.042646,0.1562
448,Mustela_putorius,ENSG00000012124_CD22,0.013907,0.042407,0.327933
449,Odobenus_rosmarus,ENSG00000012124_CD22,0.020776,0.030612,0.678692
450,Leptonychotes_weddellii,ENSG00000012124_CD22,0.011585,0.028238,0.410255
451,Ailuropoda_melanoleuca,ENSG00000012124_CD22,0.013340,0.016487,0.809131
452,Ursus_maritimus,ENSG00000012124_CD22,0.005969,0.028767,0.2075
453,Manis_javanica,ENSG00000012124_CD22,0.076232,0.192279,0.396466
454,Equus_caballus,ENSG00000012124_CD22,0.000000,0.000005,0.0001
455,Equus_przewalskii,ENSG00000012124_CD22,0.000000,0.001999,0.0001
456,Equus_asinus,ENSG00000012124_CD22,0.003648,0.010767,0.338791
457,Ceratotherium_simum,ENSG00000012124_CD22,0.085305,0.117937,0.723313
458,Camelus_dromedarius,ENSG00000012124_CD22,0.000145,0.000000,999
459,Camelus_ferus,ENSG00000012124_CD22,0.000002,0.000001,2.75938
460,Camelus_bactrianus,ENSG00000012124_CD22,0.000557,0.000001,999
461,Balaenoptera_acutorostrata,ENSG00000012124_CD22,0.015257,0.028779,0.530161
462,Physeter_catodon,ENSG00000012124_CD22,0.021412,0.045115,0.47461
463,Lipotes_vexillifer,ENSG00000012124_CD22,0.011946,0.025438,0.469629
464,Delphinapterus_leucas,ENSG00000012124_CD22,0.010374,0.011923,0.870038
465,Tursiops_truncatus,ENSG00000012124_CD22,0.008689,0.013770,0.631
466,Orcinus_orca,ENSG00000012124_CD22,0.003378,0.008277,0.408096
467,Bos_taurus,ENSG00000012124_CD22,0.000541,0.001649,0.328297
468,Bos_indicus,ENSG00000012124_CD22,0.000002,0.000001,2.58207
469,Bos_mutus,ENSG00000012124_CD22,0.002447,0.001852,1.32133
470,Bison_bison,ENSG00000012124_CD22,0.001148,0.006715,0.170905
471,Capra_hircus,ENSG00000012124_CD22,0.007769,0.011807,0.658021
472,Ovis_aries,ENSG00000012124_CD22,0.008463,0.016903,0.500675
473,Pantholops_hodgsonii,ENSG00000012124_CD22,0.005403,0.016039,0.336867
474,Odocoileus_virginianus,ENSG00000012124_CD22,0.035833,0.067579,0.530245
475,Sus_scrofa,ENSG00000012124_CD22,0.099116,0.183898,0.538973
476,Hipposideros_armiger,ENSG00000012124_CD22,0.072851,0.046767,1.55776
477,Rhinolophus_sinicus,ENSG00000012124_CD22,0.069604,0.083119,0.83741
478,Pteropus_vampyrus,ENSG00000012124_CD22,0.010235,0.011064,0.925028
479,Pteropus_alecto,ENSG00000012124_CD22,0.012652,0.004540,2.78692
480,Rousettus_aegyptiacus,ENSG00000012124_CD22,0.035740,0.067239,0.531533
481,Eptesicus_fuscus,ENSG00000012124_CD22,0.043135,0.053793,0.801878
482,Myotis_brandtii,ENSG00000012124_CD22,0.004749,0.007549,0.629107
483,Myotis_lucifugus,ENSG00000012124_CD22,0.007348,0.007747,0.948603
484,Myotis_davidii,ENSG00000012124_CD22,0.020767,0.024837,0.83614
485,Miniopterus_natalensis,ENSG00000012124_CD22,0.096955,0.155967,0.621639
486,Oryctolagus_cuniculus,ENSG00000012124_CD22,0.077041,0.345026,0.223291
487,Ochotona_princeps,ENSG00000012124_CD22,0.126510,0.307558,0.411339
488,Heterocephalus_glaber,ENSG00000012124_CD22,0.030740,0.065203,0.471449
489,Fukomys_damarensis,ENSG00000012124_CD22,0.038480,0.148918,0.258396
490,Cavia_porcellus,ENSG00000012124_CD22,0.066922,0.167849,0.398703
491,Octodon_degus,ENSG00000012124_CD22,0.079707,0.149002,0.534942
492,Chinchilla_lanigera,ENSG00000012124_CD22,0.048706,0.118749,0.41016
493,Rattus_norvegicus,ENSG00000012124_CD22,0.058000,0.101953,0.568893
494,Mus_musculus,ENSG00000012124_CD22,0.006982,0.002063,3.38433
495,Mus_spretus,ENSG00000012124_CD22,0.005860,0.010414,0.562654
496,Mus_caroli,ENSG00000012124_CD22,0.018527,0.022921,0.808302
497,Mus_pahari,ENSG00000012124_CD22,0.022401,0.069265,0.323417
498,Meriones_unguiculatus,ENSG00000012124_CD22,0.107940,0.308763,0.349587
499,Mesocricetus_auratus,ENSG00000012124_CD22,0.045406,0.175429,0.258826
500,Cricetulus_griseus,ENSG00000012124_CD22,0.057592,0.109826,0.524394
501,Microtus_ochrogaster,ENSG00000012124_CD22,0.076208,0.133946,0.568945
502,Peromyscus_maniculatus,ENSG00000012124_CD22,0.076063,0.118018,0.644506
503,Nannospalax_galili,ENSG00000012124_CD22,0.069047,0.193070,0.357627
504,Jaculus_jaculus,ENSG00000012124_CD22,0.103771,0.275913,0.3761
505,Dipodomys_ordii,ENSG00000012124_CD22,0.179545,1.026494,0.17491
506,Castor_canadensis,ENSG00000012124_CD22,0.075352,0.185300,0.406648
507,Ictidomys_tridecemlineatus,ENSG00000012124_CD22,0.014799,0.029347,0.50428
508,Marmota_marmota,ENSG00000012124_CD22,0.017851,0.018346,0.972978
509,Otolemur_garnettii,ENSG00000012124_CD22,0.106137,0.190595,0.556872
510,Propithecus_coquereli,ENSG00000012124_CD22,0.024141,0.081834,0.294994
511,Microcebus_murinus,ENSG00000012124_CD22,0.063801,0.205078,0.311107
512,Callithrix_jacchus,ENSG00000012124_CD22,0.029708,0.067562,0.439723
513,Aotus_nancymaae,ENSG00000012124_CD22,0.020030,0.038421,0.521329
514,Saimiri_boliviensis,ENSG00000012124_CD22,0.019197,0.030447,0.630509
515,Cebus_capucinus,ENSG00000012124_CD22,0.029986,0.027641,1.08486
516,Mandrillus_leucophaeus,ENSG00000012124_CD22,0.002297,0.018021,0.127463
517,Cercocebus_atys,ENSG00000012124_CD22,0.001803,0.012048,0.149642
518,Papio_anubis,ENSG00000012124_CD22,0.006586,0.018128,0.363322
519,Macaca_mulatta,ENSG00000012124_CD22,0.001475,0.004593,0.321275
520,Macaca_fascicularis,ENSG00000012124_CD22,0.001193,0.002127,0.560945
521,Macaca_nemestrina,ENSG00000012124_CD22,0.005650,0.008050,0.701943
522,Chlorocebus_sabaeus,ENSG00000012124_CD22,0.005613,0.013572,0.413573
523,Rhinopithecus_roxellana,ENSG00000012124_CD22,0.002545,0.001543,1.64937
524,Rhinopithecus_bieti,ENSG00000012124_CD22,0.001876,0.005154,0.363984
525,Piliocolobus_tephrosceles,ENSG00000012124_CD22,0.008008,0.010538,0.759921
526,Colobus_angolensis,ENSG00000012124_CD22,0.005990,0.023509,0.254794
527,Nomascus_leucogenys,ENSG00000012124_CD22,0.012101,0.031267,0.387032
528,Gorilla_gorilla,ENSG00000012124_CD22,0.007103,0.007324,0.969855
529,Pan_troglodytes,ENSG00000012124_CD22,0.000538,0.001692,0.317646
530,Pan_paniscus,ENSG00000012124_CD22,0.000001,0.000001,1.59758
531,Homo_sapiens,ENSG00000012124_CD22,0.005513,0.010251,0.537772
532,Pongo_abelii,ENSG00000012124_CD22,0.010436,0.018533,0.563104
533,Carlito_syrichta,ENSG00000012124_CD22,0.072826,0.172470,0.422252
534,Galeopterus_variegatus,ENSG00000012124_CD22,0.085461,0.164923,0.518186
535,Tupaia_belangeri,ENSG00000012124_CD22,0.104839,0.294759,0.355676
536,Dasypus_novemcinctus,ENSG00000012124_CD22,0.140225,0.242289,0.578751
537,Trichechus_manatus,ENSG00000012124_CD22,0.081763,0.085320,0.95831
538,Procavia_capensis,ENSG00000012124_CD22,0.127280,0.232208,0.54813
539,Loxodonta_africana,ENSG00000012124_CD22,0.072511,0.123081,0.589135
540,Chrysochloris_asiatica,ENSG00000012124_CD22,0.080838,0.209873,0.385174
541,Elephantulus_edwardii,ENSG00000012124_CD22,0.125468,0.220590,0.568784
542,Orycteropus_afer,ENSG00000012124_CD22,0.073168,0.116422,0.628478
543,Ornithorhynchus_anatinus,ENSG00000012124_CD22,0.218810,2.132001,0.102631
544,Monodelphis_domestica,ENSG00000012779_ALOX5,0.015210,0.174355,0.0872376
545,Sarcophilus_harrisii,ENSG00000012779_ALOX5,0.014060,0.187438,0.0750098
546,Phascolarctos_cinereus,ENSG00000012779_ALOX5,0.010413,0.113130,0.0920429
547,Erinaceus_europaeus,ENSG00000012779_ALOX5,0.016957,0.324509,0.0522554
548,Sorex_araneus,ENSG00000012779_ALOX5,0.017446,0.294163,0.0593086
549,Condylura_cristata,ENSG00000012779_ALOX5,0.010335,0.310245,0.0333114
550,Panthera_tigris,ENSG00000012779_ALOX5,0.000001,0.010699,0.0001
551,Panthera_pardus,ENSG00000012779_ALOX5,0.000001,0.012744,0.0001
552,Felis_catus,ENSG00000012779_ALOX5,0.000001,0.005088,0.0001
553,Acinonyx_jubatus,ENSG00000012779_ALOX5,0.002055,0.021512,0.0955235
554,Enhydra_lutris,ENSG00000012779_ALOX5,0.005146,0.044853,0.114738
555,Mustela_putorius,ENSG00000012779_ALOX5,0.001934,0.047580,0.0406436
556,Odobenus_rosmarus,ENSG00000012779_ALOX5,0.004443,0.049267,0.090186
557,Leptonychotes_weddellii,ENSG00000012779_ALOX5,0.003861,0.039283,0.0982908
558,Ailuropoda_melanoleuca,ENSG00000012779_ALOX5,0.003155,0.033531,0.0940981
559,Ursus_maritimus,ENSG00000012779_ALOX5,0.002741,0.023299,0.117653
560,Manis_javanica,ENSG00000012779_ALOX5,0.016137,0.177759,0.0907784
561,Equus_caballus,ENSG00000012779_ALOX5,0.028191,0.025639,1.09953
562,Equus_przewalskii,ENSG00000012779_ALOX5,0.000001,0.006717,0.0001
563,Equus_asinus,ENSG00000012779_ALOX5,0.000001,0.006706,0.0001
564,Ceratotherium_simum,ENSG00000012779_ALOX5,0.006918,0.102984,0.0671744
565,Camelus_dromedarius,ENSG00000012779_ALOX5,0.001229,0.011180,0.10991
566,Camelus_ferus,ENSG00000012779_ALOX5,0.000002,0.000001,2.22493
567,Camelus_bactrianus,ENSG00000012779_ALOX5,0.001729,0.002571,0.672217
568,Balaenoptera_acutorostrata,ENSG00000012779_ALOX5,0.005527,0.042703,0.129433
569,Physeter_catodon,ENSG00000012779_ALOX5,0.011640,0.026222,0.443919
570,Lipotes_vexillifer,ENSG00000012779_ALOX5,0.005592,0.009899,0.564969
571,Delphinapterus_leucas,ENSG00000012779_ALOX5,0.000001,0.010433,0.0001
572,Tursiops_truncatus,ENSG00000012779_ALOX5,0.002182,0.024350,0.0895981
573,Orcinus_orca,ENSG00000012779_ALOX5,0.002165,0.002642,0.819479
574,Bubalus_bubalis,ENSG00000012779_ALOX5,0.000002,0.020001,0.0001
575,Bos_taurus,ENSG00000012779_ALOX5,0.000610,0.005216,0.116856
576,Bos_indicus,ENSG00000012779_ALOX5,0.000001,0.007769,0.0001
577,Bos_mutus,ENSG00000012779_ALOX5,0.000001,0.009750,0.0001
578,Bison_bison,ENSG00000012779_ALOX5,0.002014,0.020578,0.0978563
579,Capra_hircus,ENSG00000012779_ALOX5,0.002405,0.020484,0.117419
580,Ovis_aries,ENSG00000012779_ALOX5,0.006643,0.025664,0.258853
581,Pantholops_hodgsonii,ENSG00000012779_ALOX5,0.000004,0.044039,0.0001
582,Odocoileus_virginianus,ENSG00000012779_ALOX5,0.001430,0.079370,0.0180215
583,Sus_scrofa,ENSG00000012779_ALOX5,0.012131,0.182796,0.0663621
584,Hipposideros_armiger,ENSG00000012779_ALOX5,0.004999,0.099331,0.0503243
585,Rhinolophus_sinicus,ENSG00000012779_ALOX5,0.008704,0.212584,0.0409435
586,Pteropus_vampyrus,ENSG00000012779_ALOX5,0.003053,0.004722,0.646597
587,Pteropus_alecto,ENSG00000012779_ALOX5,0.000001,0.008731,0.0001
588,Rousettus_aegyptiacus,ENSG00000012779_ALOX5,0.001922,0.053854,0.0356973
589,Eptesicus_fuscus,ENSG00000012779_ALOX5,0.005527,0.068025,0.0812546
590,Myotis_brandtii,ENSG00000012779_ALOX5,0.003757,0.026923,0.13955
591,Myotis_lucifugus,ENSG00000012779_ALOX5,0.000806,0.014479,0.0556355
592,Myotis_davidii,ENSG00000012779_ALOX5,0.004451,0.021207,0.209884
593,Miniopterus_natalensis,ENSG00000012779_ALOX5,0.006343,0.175614,0.0361188
594,Oryctolagus_cuniculus,ENSG00000012779_ALOX5,0.008840,0.269314,0.032825
595,Ochotona_princeps,ENSG00000012779_ALOX5,0.019502,0.340866,0.0572143
596,Heterocephalus_glaber,ENSG00000012779_ALOX5,0.003743,0.184158,0.0203255
597,Fukomys_damarensis,ENSG00000012779_ALOX5,0.010688,0.172472,0.0619673
598,Cavia_porcellus,ENSG00000012779_ALOX5,0.000670,0.007688,0.0871856
599,Cavia_aperea,ENSG00000012779_ALOX5,0.001302,0.006693,0.194577
600,Chinchilla_lanigera,ENSG00000012779_ALOX5,0.006361,0.092197,0.0689956
601,Rattus_norvegicus,ENSG00000012779_ALOX5,0.003316,0.151461,0.0218903
602,Mus_musculus,ENSG00000012779_ALOX5,0.000003,0.025359,0.0001
603,Mus_spretus,ENSG00000012779_ALOX5,0.001327,0.033221,0.0399453
604,Mus_caroli,ENSG00000012779_ALOX5,0.000660,0.026692,0.02474
605,Mus_pahari,ENSG00000012779_ALOX5,0.001577,0.059808,0.0263604
606,Mesocricetus_auratus,ENSG00000012779_ALOX5,0.004428,0.080269,0.0551686
607,Cricetulus_griseus,ENSG00000012779_ALOX5,0.003646,0.097683,0.0373255
608,Microtus_ochrogaster,ENSG00000012779_ALOX5,0.006526,0.174812,0.0373325
609,Peromyscus_maniculatus,ENSG00000012779_ALOX5,0.006998,0.121051,0.0578062
610,Nannospalax_galili,ENSG00000012779_ALOX5,0.005141,0.249327,0.0206181
611,Jaculus_jaculus,ENSG00000012779_ALOX5,0.014978,0.396163,0.0378077
612,Dipodomys_ordii,ENSG00000012779_ALOX5,0.018488,0.364863,0.0506705
613,Castor_canadensis,ENSG00000012779_ALOX5,0.009284,0.199227,0.0466011
614,Ictidomys_tridecemlineatus,ENSG00000012779_ALOX5,0.000003,0.032653,0.0001
615,Marmota_marmota,ENSG00000012779_ALOX5,0.002138,0.029447,0.0726142
616,Otolemur_garnettii,ENSG00000012779_ALOX5,0.010618,0.150619,0.0704936
617,Propithecus_coquereli,ENSG00000012779_ALOX5,0.005929,0.114533,0.0517653
618,Microcebus_murinus,ENSG00000012779_ALOX5,0.002836,0.079184,0.0358093
619,Callithrix_jacchus,ENSG00000012779_ALOX5,0.007235,0.063877,0.113261
620,Aotus_nancymaae,ENSG00000012779_ALOX5,0.001377,0.047740,0.0288509
621,Saimiri_boliviensis,ENSG00000012779_ALOX5,0.000632,0.034912,0.0181038
622,Cebus_capucinus,ENSG00000012779_ALOX5,0.003103,0.042078,0.0737333
623,Mandrillus_leucophaeus,ENSG00000012779_ALOX5,0.000630,0.007557,0.0833112
624,Cercocebus_atys,ENSG00000012779_ALOX5,0.000000,0.002494,0.0001
625,Papio_anubis,ENSG00000012779_ALOX5,0.000557,0.007545,0.0738433
626,Macaca_mulatta,ENSG00000012779_ALOX5,0.000001,0.000001,1.71092
627,Macaca_fascicularis,ENSG00000012779_ALOX5,0.000626,0.000004,144.785
628,Macaca_nemestrina,ENSG00000012779_ALOX5,0.000001,0.000001,1.9485
629,Chlorocebus_sabaeus,ENSG00000012779_ALOX5,0.001882,0.020059,0.0938222
630,Rhinopithecus_roxellana,ENSG00000012779_ALOX5,0.000662,0.002578,0.256727
631,Rhinopithecus_bieti,ENSG00000012779_ALOX5,0.000001,0.000001,1.85802
632,Piliocolobus_tephrosceles,ENSG00000012779_ALOX5,0.001122,0.024330,0.0461265
633,Colobus_angolensis,ENSG00000012779_ALOX5,0.001711,0.009743,0.175565
634,Nomascus_leucogenys,ENSG00000012779_ALOX5,0.007125,0.078590,0.0906589
635,Gorilla_gorilla,ENSG00000012779_ALOX5,0.001925,0.028754,0.066937
636,Pan_troglodytes,ENSG00000012779_ALOX5,0.000002,0.000001,2.20855
637,Pan_paniscus,ENSG00000012779_ALOX5,0.001432,0.004275,0.335116
638,Homo_sapiens,ENSG00000012779_ALOX5,0.000621,0.012799,0.0485545
639,Pongo_abelii,ENSG00000012779_ALOX5,0.001924,0.024707,0.0778845
640,Carlito_syrichta,ENSG00000012779_ALOX5,0.004362,0.271162,0.0160873
641,Galeopterus_variegatus,ENSG00000012779_ALOX5,0.011334,0.189018,0.0599631
642,Tupaia_belangeri,ENSG00000012779_ALOX5,0.013528,0.341939,0.0395622
643,Dasypus_novemcinctus,ENSG00000012779_ALOX5,0.028628,0.455799,0.0628081
644,Trichechus_manatus,ENSG00000012779_ALOX5,0.016527,0.152183,0.1086
645,Procavia_capensis,ENSG00000012779_ALOX5,0.010160,0.261260,0.0388895
646,Loxodonta_africana,ENSG00000012779_ALOX5,0.011741,0.173526,0.067664
